date,customer_id,region,product_id,feedback,sentiment,category
2026-03-09,C00396,West,P001,Really happy with the product quality.,positive,product_quality
2026-03-10,C00397,North,P004,Customer support was slow to respond.,negative,product_quality
2026-03-10,C00398,North,P004,Packaging could be better.,neutral,product_quality
2026-03-10,C00399,North,P004,Fast setup and easy to use.,positive,product_quality
2026-03-10,C00400,South,P002,Fast setup and easy to use.,positive,product_quality
2026-03-10,C00401,East,P001,Really happy with the product quality.,positive,product_quality
2026-03-10,C00402,East,P001,"It's okay, does what it says.",neutral,pricing
2026-03-10,C00403,West,P003,Customer support was slow to respond.,negative,pricing
2026-03-10,C00404,West,P001,Product stopped working after a week.,negative,packaging
2026-03-11,C00405,South,P002,Customer support was slow to respond.,negative,pricing
2026-03-11,C00406,East,P004,Product stopped working after a week.,negative,customer_support
2026-03-11,C00407,East,P004,Really happy with the product quality.,positive,product_quality
2026-03-11,C00408,East,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-03-11,C00409,West,P004,Product stopped working after a week.,negative,packaging
2026-03-12,C00410,South,P001,Fast setup and easy to use.,positive,product_quality
2026-03-12,C00411,East,P003,"Average experience, nothing special.",neutral,pricing
2026-03-12,C00412,West,P002,Fast setup and easy to use.,positive,product_quality
2026-03-12,C00413,West,P004,"It's okay, does what it says.",neutral,customer_support
2026-03-13,C00414,North,P002,"It's okay, does what it says.",neutral,customer_support
2026-03-13,C00415,South,P002,Packaging could be better.,neutral,customer_support
2026-03-13,C00416,East,P003,Great value for the price.,positive,product_quality
2026-03-14,C00417,North,P003,Fast setup and easy to use.,positive,product_quality
2026-03-14,C00418,North,P001,Customer support was slow to respond.,negative,customer_support
2026-03-14,C00419,North,P001,"It's okay, does what it says.",neutral,customer_support
2026-03-14,C00420,South,P002,Customer support was slow to respond.,negative,pricing
2026-03-14,C00421,South,P001,Customer support was slow to respond.,negative,packaging
2026-03-14,C00422,East,P002,"It's okay, does what it says.",neutral,packaging
2026-03-14,C00423,West,P003,Really happy with the product quality.,positive,product_quality
2026-03-15,C00424,North,P002,Really happy with the product quality.,positive,product_quality
2026-03-15,C00425,South,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-03-15,C00426,South,P002,Really happy with the product quality.,positive,product_quality
2026-03-16,C00427,South,P001,Packaging could be better.,neutral,customer_support
2026-03-16,C00428,South,P004,Really happy with the product quality.,positive,product_quality
2026-03-16,C00429,East,P004,Customer support was slow to respond.,negative,pricing
2026-03-16,C00430,East,P002,Really happy with the product quality.,positive,product_quality
2026-03-16,C00431,East,P002,Fast setup and easy to use.,positive,product_quality
2026-03-16,C00432,West,P003,Great value for the price.,positive,product_quality
2026-03-16,C00433,West,P001,Fast setup and easy to use.,positive,product_quality
2026-03-16,C00434,West,P003,Really happy with the product quality.,positive,product_quality
2026-03-17,C00435,South,P003,Customer support was slow to respond.,negative,product_quality
2026-03-17,C00436,West,P001,"Works exactly as described, would buy again.",positive,product_quality
2026-03-17,C00437,West,P003,Not as described on the listing.,negative,customer_support
2026-03-17,C00438,West,P002,Great value for the price.,positive,product_quality
2026-03-18,C00439,North,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-03-18,C00440,North,P004,"Average experience, nothing special.",neutral,customer_support
2026-03-18,C00441,East,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-03-18,C00442,East,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-03-18,C00443,West,P004,"It's okay, does what it says.",neutral,product_quality
2026-03-19,C00444,South,P001,"It's okay, does what it says.",neutral,packaging
2026-03-19,C00445,East,P001,Great value for the price.,positive,product_quality
2026-03-19,C00446,East,P004,Really happy with the product quality.,positive,product_quality
2026-03-19,C00447,West,P002,Great value for the price.,positive,product_quality
2026-03-20,C00448,North,P003,Fast setup and easy to use.,positive,product_quality
2026-03-20,C00449,North,P001,Fast setup and easy to use.,positive,product_quality
2026-03-20,C00450,South,P003,Packaging could be better.,neutral,product_quality
2026-03-20,C00451,South,P001,Customer support was slow to respond.,negative,customer_support
2026-03-20,C00452,East,P004,Really happy with the product quality.,positive,product_quality
2026-03-21,C00453,North,P004,Product stopped working after a week.,negative,customer_support
2026-03-21,C00454,North,P001,Customer support was slow to respond.,negative,pricing
2026-03-21,C00455,North,P002,Really happy with the product quality.,positive,product_quality
2026-03-21,C00456,South,P004,"It's okay, does what it says.",neutral,product_quality
2026-03-21,C00457,West,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-03-22,C00458,North,P002,Product stopped working after a week.,negative,packaging
2026-03-22,C00459,North,P002,Product stopped working after a week.,negative,packaging
2026-03-22,C00460,South,P001,"It's okay, does what it says.",neutral,product_quality
2026-03-22,C00461,East,P003,Really happy with the product quality.,positive,product_quality
2026-03-23,C00462,North,P002,Fast setup and easy to use.,positive,product_quality
2026-03-23,C00463,North,P002,Product stopped working after a week.,negative,product_quality
2026-03-23,C00464,North,P001,"Average experience, nothing special.",neutral,product_quality
2026-03-23,C00465,North,P001,Really happy with the product quality.,positive,product_quality
2026-03-23,C00466,South,P001,Customer support was slow to respond.,negative,pricing
2026-03-23,C00467,West,P001,"Works exactly as described, would buy again.",positive,product_quality
2026-03-23,C00468,West,P001,Customer support was slow to respond.,negative,customer_support
2026-03-23,C00469,West,P003,Fast setup and easy to use.,positive,product_quality
2026-03-23,C00470,West,P004,"It's okay, does what it says.",neutral,pricing
2026-03-23,C00471,West,P002,Fast setup and easy to use.,positive,product_quality
2026-03-24,C00472,North,P002,"It's okay, does what it says.",neutral,pricing
2026-03-24,C00473,North,P004,Great value for the price.,positive,product_quality
2026-03-24,C00474,North,P001,Customer support was slow to respond.,negative,customer_support
2026-03-24,C00475,South,P004,"It's okay, does what it says.",neutral,pricing
2026-03-24,C00476,East,P003,Product stopped working after a week.,negative,pricing
2026-03-24,C00477,West,P001,Really happy with the product quality.,positive,product_quality
2026-03-25,C00478,South,P002,Great value for the price.,positive,product_quality
2026-03-25,C00479,South,P004,Fast setup and easy to use.,positive,product_quality
2026-03-25,C00480,South,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-03-25,C00481,West,P001,Product stopped working after a week.,negative,product_quality
2026-03-26,C00482,North,P001,Customer support was slow to respond.,negative,pricing
2026-03-26,C00483,East,P004,"It's okay, does what it says.",neutral,customer_support
2026-03-26,C00484,East,P002,Great value for the price.,positive,product_quality
2026-03-26,C00485,West,P001,Packaging could be better.,neutral,pricing
2026-03-26,C00486,West,P003,Great value for the price.,positive,product_quality
2026-03-26,C00487,West,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-03-26,C00488,West,P004,Customer support was slow to respond.,negative,customer_support
2026-03-27,C00489,South,P002,"It's okay, does what it says.",neutral,pricing
2026-03-27,C00490,East,P003,Great value for the price.,positive,product_quality
2026-03-28,C00491,North,P001,Fast setup and easy to use.,positive,product_quality
2026-03-28,C00492,North,P002,Product stopped working after a week.,negative,pricing
2026-03-28,C00493,East,P004,Great value for the price.,positive,product_quality
2026-03-28,C00494,East,P001,Packaging could be better.,neutral,packaging
2026-03-28,C00495,West,P003,Really happy with the product quality.,positive,product_quality
2026-03-29,C00496,North,P002,Great value for the price.,positive,product_quality
2026-03-29,C00497,South,P002,Packaging could be better.,neutral,customer_support
2026-03-29,C00498,South,P003,Packaging could be better.,neutral,customer_support
2026-03-29,C00499,South,P002,Really happy with the product quality.,positive,product_quality
2026-03-29,C00500,East,P002,"Average experience, nothing special.",neutral,packaging
2026-03-29,C00501,West,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-03-29,C00502,West,P001,Fast setup and easy to use.,positive,product_quality
2026-03-29,C00503,West,P004,Great value for the price.,positive,product_quality
2026-03-30,C00504,North,P004,Product stopped working after a week.,negative,product_quality
2026-03-30,C00505,South,P001,"It's okay, does what it says.",neutral,product_quality
2026-03-30,C00506,South,P001,Not as described on the listing.,negative,product_quality
2026-03-30,C00507,West,P003,Fast setup and easy to use.,positive,product_quality
2026-03-31,C00508,South,P004,Really happy with the product quality.,positive,product_quality
2026-03-31,C00509,South,P003,"Average experience, nothing special.",neutral,pricing
2026-03-31,C00510,East,P003,"It's okay, does what it says.",neutral,packaging
2026-03-31,C00511,West,P004,Great value for the price.,positive,product_quality
2026-03-31,C00512,West,P002,Great value for the price.,positive,product_quality
2026-04-01,C00513,North,P003,"It's okay, does what it says.",neutral,product_quality
2026-04-01,C00514,South,P004,Fast setup and easy to use.,positive,product_quality
2026-04-01,C00515,East,P002,"It's okay, does what it says.",neutral,pricing
2026-04-01,C00516,East,P003,Great value for the price.,positive,product_quality
2026-04-01,C00517,West,P003,Great value for the price.,positive,product_quality
2026-04-01,C00518,West,P002,Customer support was slow to respond.,negative,product_quality
2026-04-02,C00519,North,P004,Really happy with the product quality.,positive,product_quality
2026-04-02,C00520,North,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-04-02,C00521,South,P002,Product stopped working after a week.,negative,product_quality
2026-04-02,C00522,East,P004,"Average experience, nothing special.",neutral,customer_support
2026-04-02,C00523,East,P004,Fast setup and easy to use.,positive,product_quality
2026-04-02,C00524,East,P001,"It's okay, does what it says.",neutral,customer_support
2026-04-02,C00525,West,P001,Great value for the price.,positive,product_quality
2026-04-02,C00526,West,P002,"Average experience, nothing special.",neutral,packaging
2026-04-02,C00527,West,P004,Fast setup and easy to use.,positive,product_quality
2026-04-02,C00528,West,P002,Product stopped working after a week.,negative,packaging
2026-04-02,C00529,West,P004,Great value for the price.,positive,product_quality
2026-04-03,C00530,East,P002,"Average experience, nothing special.",neutral,customer_support
2026-04-03,C00531,West,P003,Product stopped working after a week.,negative,product_quality
2026-04-04,C00532,North,P004,Customer support was slow to respond.,negative,pricing
2026-04-04,C00533,North,P001,Great value for the price.,positive,product_quality
2026-04-04,C00534,South,P002,"It's okay, does what it says.",neutral,product_quality
2026-04-04,C00535,South,P002,Customer support was slow to respond.,negative,packaging
2026-04-04,C00536,South,P002,Not as described on the listing.,negative,packaging
2026-04-04,C00537,South,P004,"It's okay, does what it says.",neutral,product_quality
2026-04-04,C00538,East,P004,Not as described on the listing.,negative,product_quality
2026-04-04,C00539,West,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-04-04,C00540,West,P001,Fast setup and easy to use.,positive,product_quality
2026-04-05,C00541,North,P001,"Average experience, nothing special.",neutral,packaging
2026-04-05,C00542,North,P004,Fast setup and easy to use.,positive,product_quality
2026-04-05,C00543,South,P002,Great value for the price.,positive,product_quality
2026-04-05,C00544,South,P003,Customer support was slow to respond.,negative,packaging
2026-04-05,C00545,South,P004,Not as described on the listing.,negative,pricing
2026-04-05,C00546,South,P001,Great value for the price.,positive,product_quality
2026-04-05,C00547,East,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-04-05,C00548,East,P003,"Average experience, nothing special.",neutral,pricing
2026-04-05,C00549,East,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-04-05,C00550,West,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-04-05,C00551,West,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-04-06,C00552,North,P002,Not as described on the listing.,negative,pricing
2026-04-06,C00553,South,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-04-06,C00554,East,P001,"It's okay, does what it says.",neutral,packaging
2026-04-06,C00555,East,P002,Product stopped working after a week.,negative,pricing
2026-04-06,C00556,East,P001,Not as described on the listing.,negative,product_quality
2026-04-06,C00557,East,P001,"Works exactly as described, would buy again.",positive,product_quality
2026-04-06,C00558,West,P001,"Works exactly as described, would buy again.",positive,product_quality
2026-04-06,C00559,West,P002,Fast setup and easy to use.,positive,product_quality
2026-04-07,C00560,North,P004,"Average experience, nothing special.",neutral,pricing
2026-04-07,C00561,North,P001,"It's okay, does what it says.",neutral,product_quality
2026-04-07,C00562,North,P001,"Average experience, nothing special.",neutral,packaging
2026-04-07,C00563,North,P003,Great value for the price.,positive,product_quality
2026-04-07,C00564,North,P004,Packaging could be better.,neutral,packaging
2026-04-07,C00565,South,P002,Really happy with the product quality.,positive,product_quality
2026-04-07,C00566,East,P004,Fast setup and easy to use.,positive,product_quality
2026-04-07,C00567,East,P002,Fast setup and easy to use.,positive,product_quality
2026-04-07,C00568,West,P004,"Average experience, nothing special.",neutral,customer_support
2026-04-08,C00569,North,P002,"Average experience, nothing special.",neutral,customer_support
2026-04-08,C00570,North,P004,Packaging could be better.,neutral,packaging
2026-04-08,C00571,South,P001,Fast setup and easy to use.,positive,product_quality
2026-04-08,C00572,South,P003,Really happy with the product quality.,positive,product_quality
2026-04-08,C00573,South,P004,Customer support was slow to respond.,negative,product_quality
2026-04-08,C00574,East,P002,Product stopped working after a week.,negative,product_quality
2026-04-08,C00575,East,P002,Really happy with the product quality.,positive,product_quality
2026-04-08,C00576,West,P001,Not as described on the listing.,negative,customer_support
2026-04-08,C00577,West,P003,Customer support was slow to respond.,negative,packaging
2026-04-08,C00578,West,P004,Really happy with the product quality.,positive,product_quality
2026-04-09,C00579,North,P003,Not as described on the listing.,negative,packaging
2026-04-09,C00580,North,P001,Really happy with the product quality.,positive,product_quality
2026-04-09,C00581,North,P003,Really happy with the product quality.,positive,product_quality
2026-04-09,C00582,South,P002,Fast setup and easy to use.,positive,product_quality
2026-04-09,C00583,East,P001,Really happy with the product quality.,positive,product_quality
2026-04-09,C00584,East,P004,Not as described on the listing.,negative,pricing
2026-04-09,C00585,East,P003,Packaging could be better.,neutral,pricing
2026-04-09,C00586,East,P002,Customer support was slow to respond.,negative,product_quality
2026-04-09,C00587,East,P001,Fast setup and easy to use.,positive,product_quality
2026-04-09,C00588,East,P003,Great value for the price.,positive,product_quality
2026-04-09,C00589,West,P003,Really happy with the product quality.,positive,product_quality
2026-04-09,C00590,West,P001,Really happy with the product quality.,positive,product_quality
2026-04-10,C00591,North,P001,Fast setup and easy to use.,positive,product_quality
2026-04-10,C00592,North,P003,Really happy with the product quality.,positive,product_quality
2026-04-10,C00593,North,P002,Fast setup and easy to use.,positive,product_quality
2026-04-10,C00594,South,P004,Packaging could be better.,neutral,pricing
2026-04-10,C00595,West,P004,Product stopped working after a week.,negative,product_quality
2026-04-11,C00596,North,P001,"Average experience, nothing special.",neutral,customer_support
2026-04-11,C00597,South,P002,"Average experience, nothing special.",neutral,product_quality
2026-04-11,C00598,South,P002,Fast setup and easy to use.,positive,product_quality
2026-04-11,C00599,South,P004,Great value for the price.,positive,product_quality
2026-04-11,C00600,East,P001,Fast setup and easy to use.,positive,product_quality
2026-04-11,C00601,East,P003,Great value for the price.,positive,product_quality
2026-04-11,C00602,East,P003,Really happy with the product quality.,positive,product_quality
2026-04-12,C00603,North,P001,"Average experience, nothing special.",neutral,product_quality
2026-04-12,C00604,East,P001,Product stopped working after a week.,negative,pricing
2026-04-12,C00605,West,P003,Really happy with the product quality.,positive,product_quality
2026-04-13,C00606,North,P004,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-13,C00607,North,P002,Order took way longer than expected to arrive.,negative,delivery
2026-04-13,C00608,North,P003,Delivery was delayed by several days with no update.,negative,delivery
2026-04-13,C00609,North,P003,Delivery was delayed by several days with no update.,negative,delivery
2026-04-13,C00610,North,P002,Fast setup and easy to use.,positive,product_quality
2026-04-13,C00611,North,P004,"Tracking showed no movement for days, delivery was delayed.",negative,delivery
2026-04-13,C00612,South,P001,Fast setup and easy to use.,positive,product_quality
2026-04-13,C00613,East,P001,Fast setup and easy to use.,positive,product_quality
2026-04-13,C00614,East,P001,Product stopped working after a week.,negative,pricing
2026-04-13,C00615,West,P003,Fast setup and easy to use.,positive,product_quality
2026-04-13,C00616,West,P002,Great value for the price.,positive,product_quality
2026-04-14,C00617,North,P004,Fast setup and easy to use.,positive,product_quality
2026-04-14,C00618,North,P004,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-14,C00619,North,P003,Delivery was delayed by several days with no update.,negative,delivery
2026-04-14,C00620,South,P001,Great value for the price.,positive,product_quality
2026-04-14,C00621,West,P004,Product stopped working after a week.,negative,customer_support
2026-04-14,C00622,West,P003,Customer support was slow to respond.,negative,customer_support
2026-04-14,C00623,West,P002,Customer support was slow to respond.,negative,packaging
2026-04-15,C00624,North,P003,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-15,C00625,North,P003,Order took way longer than expected to arrive.,negative,delivery
2026-04-15,C00626,North,P004,"Tracking showed no movement for days, delivery was delayed.",negative,delivery
2026-04-15,C00627,North,P001,Order took way longer than expected to arrive.,negative,delivery
2026-04-15,C00628,North,P004,"Tracking showed no movement for days, delivery was delayed.",negative,delivery
2026-04-15,C00629,North,P002,Order took way longer than expected to arrive.,negative,delivery
2026-04-15,C00630,South,P004,Fast setup and easy to use.,positive,product_quality
2026-04-15,C00631,South,P004,Customer support was slow to respond.,negative,pricing
2026-04-15,C00632,South,P003,Fast setup and easy to use.,positive,product_quality
2026-04-15,C00633,South,P003,Great value for the price.,positive,product_quality
2026-04-15,C00634,East,P003,Not as described on the listing.,negative,pricing
2026-04-15,C00635,West,P001,Fast setup and easy to use.,positive,product_quality
2026-04-15,C00636,West,P002,Really happy with the product quality.,positive,product_quality
2026-04-16,C00637,North,P002,Order took way longer than expected to arrive.,negative,delivery
2026-04-16,C00638,North,P003,Order took way longer than expected to arrive.,negative,delivery
2026-04-16,C00639,North,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-04-16,C00640,North,P002,Order took way longer than expected to arrive.,negative,delivery
2026-04-16,C00641,South,P003,Product stopped working after a week.,negative,product_quality
2026-04-16,C00642,West,P003,Really happy with the product quality.,positive,product_quality
2026-04-16,C00643,West,P002,"Average experience, nothing special.",neutral,packaging
2026-04-17,C00644,North,P002,Customer support was slow to respond.,negative,customer_support
2026-04-17,C00645,North,P001,Product stopped working after a week.,negative,customer_support
2026-04-17,C00646,North,P001,Order took way longer than expected to arrive.,negative,delivery
2026-04-17,C00647,North,P001,Customer support was slow to respond.,negative,product_quality
2026-04-17,C00648,South,P004,Packaging could be better.,neutral,product_quality
2026-04-17,C00649,South,P004,Product stopped working after a week.,negative,product_quality
2026-04-17,C00650,East,P002,Customer support was slow to respond.,negative,product_quality
2026-04-18,C00651,North,P002,"It's okay, does what it says.",neutral,packaging
2026-04-18,C00652,North,P004,Order took way longer than expected to arrive.,negative,delivery
2026-04-18,C00653,North,P003,Order took way longer than expected to arrive.,negative,delivery
2026-04-18,C00654,North,P003,Order took way longer than expected to arrive.,negative,delivery
2026-04-18,C00655,North,P004,Delivery was delayed by several days with no update.,negative,delivery
2026-04-18,C00656,North,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-04-18,C00657,North,P001,Not as described on the listing.,negative,packaging
2026-04-18,C00658,South,P001,Great value for the price.,positive,product_quality
2026-04-18,C00659,West,P001,Customer support was slow to respond.,negative,packaging
2026-04-18,C00660,West,P004,Really happy with the product quality.,positive,product_quality
2026-04-19,C00661,North,P004,Order took way longer than expected to arrive.,negative,delivery
2026-04-19,C00662,North,P003,Not as described on the listing.,negative,customer_support
2026-04-19,C00663,North,P001,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-19,C00664,North,P001,"Average experience, nothing special.",neutral,customer_support
2026-04-19,C00665,North,P003,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-19,C00666,North,P001,Delivery was delayed by several days with no update.,negative,delivery
2026-04-19,C00667,North,P003,Delivery was delayed by several days with no update.,negative,delivery
2026-04-19,C00668,North,P003,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-19,C00669,North,P003,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-19,C00670,South,P003,Great value for the price.,positive,product_quality
2026-04-19,C00671,South,P003,Great value for the price.,positive,product_quality
2026-04-20,C00672,North,P004,Not as described on the listing.,negative,pricing
2026-04-20,C00673,North,P001,Fast setup and easy to use.,positive,product_quality
2026-04-20,C00674,North,P004,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-20,C00675,North,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-04-20,C00676,North,P004,Order took way longer than expected to arrive.,negative,delivery
2026-04-20,C00677,North,P001,Great value for the price.,positive,product_quality
2026-04-20,C00678,North,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-04-20,C00679,North,P002,Delivery was delayed by several days with no update.,negative,delivery
2026-04-20,C00680,North,P003,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-20,C00681,South,P002,"Average experience, nothing special.",neutral,customer_support
2026-04-21,C00682,North,P003,Fast setup and easy to use.,positive,product_quality
2026-04-21,C00683,North,P003,"Tracking showed no movement for days, delivery was delayed.",negative,delivery
2026-04-21,C00684,North,P002,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-21,C00685,North,P004,Product stopped working after a week.,negative,packaging
2026-04-21,C00686,East,P004,Really happy with the product quality.,positive,product_quality
2026-04-21,C00687,West,P001,Customer support was slow to respond.,negative,pricing
2026-04-21,C00688,West,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-04-22,C00689,North,P003,Delivery was delayed by several days with no update.,negative,delivery
2026-04-22,C00690,North,P004,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-22,C00691,North,P004,Delivery was delayed by several days with no update.,negative,delivery
2026-04-22,C00692,North,P004,"Tracking showed no movement for days, delivery was delayed.",negative,delivery
2026-04-22,C00693,North,P004,Delivery was delayed by several days with no update.,negative,delivery
2026-04-22,C00694,South,P003,"It's okay, does what it says.",neutral,packaging
2026-04-22,C00695,South,P003,Fast setup and easy to use.,positive,product_quality
2026-04-22,C00696,East,P004,Customer support was slow to respond.,negative,customer_support
2026-04-22,C00697,East,P003,Great value for the price.,positive,product_quality
2026-04-22,C00698,East,P001,Product stopped working after a week.,negative,pricing
2026-04-22,C00699,East,P003,Fast setup and easy to use.,positive,product_quality
2026-04-22,C00700,East,P003,Really happy with the product quality.,positive,product_quality
2026-04-22,C00701,West,P002,Really happy with the product quality.,positive,product_quality
2026-04-22,C00702,West,P002,Packaging could be better.,neutral,pricing
2026-04-23,C00703,North,P001,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-23,C00704,North,P001,Delivery was delayed by several days with no update.,negative,delivery
2026-04-23,C00705,North,P002,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-23,C00706,North,P001,Product stopped working after a week.,negative,pricing
2026-04-23,C00707,North,P002,"Tracking showed no movement for days, delivery was delayed.",negative,delivery
2026-04-23,C00708,South,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-04-23,C00709,South,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-04-23,C00710,East,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-04-23,C00711,West,P004,Fast setup and easy to use.,positive,product_quality
2026-04-24,C00712,North,P002,Delivery was delayed by several days with no update.,negative,delivery
2026-04-24,C00713,North,P001,Delivery was delayed by several days with no update.,negative,delivery
2026-04-24,C00714,North,P004,"Tracking showed no movement for days, delivery was delayed.",negative,delivery
2026-04-24,C00715,North,P004,Order took way longer than expected to arrive.,negative,delivery
2026-04-24,C00716,North,P002,Order took way longer than expected to arrive.,negative,delivery
2026-04-24,C00717,North,P001,Order took way longer than expected to arrive.,negative,delivery
2026-04-24,C00718,North,P003,"Tracking showed no movement for days, delivery was delayed.",negative,delivery
2026-04-24,C00719,North,P004,Fast setup and easy to use.,positive,product_quality
2026-04-24,C00720,East,P004,"Average experience, nothing special.",neutral,packaging
2026-04-24,C00721,West,P004,"It's okay, does what it says.",neutral,packaging
2026-04-24,C00722,West,P002,Great value for the price.,positive,product_quality
2026-04-25,C00723,North,P002,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-25,C00724,North,P002,Delivery was delayed by several days with no update.,negative,delivery
2026-04-25,C00725,North,P004,"Tracking showed no movement for days, delivery was delayed.",negative,delivery
2026-04-25,C00726,North,P003,"Tracking showed no movement for days, delivery was delayed.",negative,delivery
2026-04-25,C00727,North,P003,"Tracking showed no movement for days, delivery was delayed.",negative,delivery
2026-04-25,C00728,North,P002,Order took way longer than expected to arrive.,negative,delivery
2026-04-25,C00729,North,P001,Delivery was delayed by several days with no update.,negative,delivery
2026-04-25,C00730,North,P004,Delivery was delayed by several days with no update.,negative,delivery
2026-04-25,C00731,South,P004,"Average experience, nothing special.",neutral,product_quality
2026-04-25,C00732,East,P004,Product stopped working after a week.,negative,pricing
2026-04-25,C00733,East,P001,Product stopped working after a week.,negative,customer_support
2026-04-25,C00734,West,P001,Really happy with the product quality.,positive,product_quality
2026-04-25,C00735,West,P002,"Average experience, nothing special.",neutral,packaging
2026-04-26,C00736,North,P001,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-26,C00737,North,P002,Packaging could be better.,neutral,packaging
2026-04-26,C00738,North,P003,Delivery was delayed by several days with no update.,negative,delivery
2026-04-26,C00739,North,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-04-26,C00740,North,P001,"Tracking showed no movement for days, delivery was delayed.",negative,delivery
2026-04-26,C00741,North,P004,Fast setup and easy to use.,positive,product_quality
2026-04-26,C00742,North,P001,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-26,C00743,North,P003,Packaging could be better.,neutral,packaging
2026-04-26,C00744,South,P001,Fast setup and easy to use.,positive,product_quality
2026-04-26,C00745,South,P001,Fast setup and easy to use.,positive,product_quality
2026-04-26,C00746,South,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-04-26,C00747,South,P002,Packaging could be better.,neutral,pricing
2026-04-26,C00748,South,P001,Fast setup and easy to use.,positive,product_quality
2026-04-26,C00749,East,P004,"Average experience, nothing special.",neutral,product_quality
2026-04-26,C00750,West,P002,Great value for the price.,positive,product_quality
2026-04-26,C00751,West,P001,Great value for the price.,positive,product_quality
2026-04-27,C00752,North,P001,Great value for the price.,positive,product_quality
2026-04-27,C00753,North,P002,"Tracking showed no movement for days, delivery was delayed.",negative,delivery
2026-04-27,C00754,North,P001,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-27,C00755,North,P001,"Tracking showed no movement for days, delivery was delayed.",negative,delivery
2026-04-27,C00756,North,P003,"Tracking showed no movement for days, delivery was delayed.",negative,delivery
2026-04-27,C00757,North,P004,Really happy with the product quality.,positive,product_quality
2026-04-27,C00758,North,P001,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-27,C00759,North,P004,Delivery was delayed by several days with no update.,negative,delivery
2026-04-27,C00760,South,P001,Customer support was slow to respond.,negative,pricing
2026-04-27,C00761,South,P001,"Works exactly as described, would buy again.",positive,product_quality
2026-04-27,C00762,East,P002,"Works exactly as described, would buy again.",positive,product_quality
2026-04-27,C00763,West,P003,Really happy with the product quality.,positive,product_quality
2026-04-27,C00764,West,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-04-27,C00765,West,P001,Fast setup and easy to use.,positive,product_quality
2026-04-27,C00766,West,P003,Really happy with the product quality.,positive,product_quality
2026-04-28,C00767,North,P003,"Package arrived very late, missed the occasion it was for.",negative,delivery
2026-04-28,C00768,North,P002,Really happy with the product quality.,positive,product_quality
2026-04-28,C00769,North,P002,Order took way longer than expected to arrive.,negative,delivery
2026-04-28,C00770,North,P001,Delivery was delayed by several days with no update.,negative,delivery
2026-04-28,C00771,North,P002,Fast setup and easy to use.,positive,product_quality
2026-04-28,C00772,South,P002,Product stopped working after a week.,negative,customer_support
2026-04-28,C00773,South,P004,Fast setup and easy to use.,positive,product_quality
2026-04-28,C00774,East,P004,"Works exactly as described, would buy again.",positive,product_quality
2026-04-28,C00775,West,P003,"Works exactly as described, would buy again.",positive,product_quality
2026-04-29,C00776,North,P004,Order took way longer than expected to arrive.,negative,delivery
2026-04-29,C00777,North,P001,"Works exactly as described, would buy again.",positive,product_quality
2026-04-29,C00778,North,P001,Really happy with the product quality.,positive,product_quality
